Resource Type,Resource Name,Subject/Criteria,Age Group,Grades,Organizer,Organizer Location,Eligibility,Brief Description,Link to Resource,Minimum Grade,Maximum Grade,Organizer Country,Area,Broad Area ,RESOURCE CATEGORY,SNO.
Virtual Exchange Program,PenPal Schools – Global Pen Pal Program,"Language, Cultural Education",5-18,K-12,PenPal Schools,Worldwide,Open to K-12 students,A global pen pal program promoting cultural and language exchange through online interactions.,https://www.penpalschools.com/,0,12,Global,Language and Cultural Exchange,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",216
Virtual Exchange Program,Youth Ambassador Program – Canada/USA Virtual Exchange,"Leadership, Cultural Education",14-18,9-12,US Embassy & Consulates in Canada,Canada and the USA,"Grades 9-12, application required",A Canada/USA virtual exchange program fostering leadership and cultural understanding among students.,https://ca.usembassy.gov/youth-ambassadors-program/,9,12,Canada and the USA,Leadership and Cultural Exchange,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,217
Virtual Project-Based Learning,UNESCO Associated Schools Network (ASPnet) – Global Citizenship Projects,"Global Citizenship, Cultural Exchange",5-18,K-12,UNESCO,Worldwide,Open to K-12 students,Projects promoting global citizenship and cultural awareness among students around the world.,https://aspnet.unesco.org/,0,12,Global,Global Citizenship,"Social Sciences & Philosophy- Social Studies, Law, Psychology, Economics, Business, Philosophy",FREE LEARNING AND ENRICHMENT RESOURCES,218
Virtual Global Projects,AIESEC Youth Leadership Development Programs,"Leadership, Cultural Education",14-18,9-12,AIESEC Canada,Global,"Grades 9-12, application required",Leadership programs aimed at developing youth leadership skills through virtual global projects.,https://aiesec.ca/,9,12,Global,Leadership,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",219
Virtual Visits/Projects,Seniors and Youth Connecting – Virtual Visits and Projects,"Community Engagement, Social Connection",5-18,K-12,Various local community centers and organizations,Various BC communities,Open to K-12 students,Connecting seniors and youth through virtual visits and projects for community engagement.,,0,12,Canada,Community Engagement,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",FREE LEARNING AND ENRICHMENT RESOURCES,220
Letter Writing/Virtual Chats,Young at Heart – Youth and Senior Letters and Conversations,"Community Engagement, Social Connection",8-18,3-12,Young at Heart Initiative,Accessible from BC,Grades 3-12,Initiative to foster connections between youth and seniors through letters and virtual conversations.,https://youngatheartinitiative.org/,3,12,Canada,Community Engagement,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving",FREE LEARNING AND ENRICHMENT RESOURCES,221
Mentorship Program,Cyber-Seniors – Digital Literacy Mentoring Program,"Technology, Cultural Education",14-18,9-12,Cyber-Seniors,Virtual (global access),Grades 9-12 students,A digital literacy mentoring program connecting youth with seniors to teach digital skills.,https://cyberseniors.org/,9,12,Global,Technology,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",222
Storytelling and Oral History Project,Storytelling & History Sharing Project with Elders,"History, Cultural Education",5-18,K-12,Local BC Libraries and Historical Societies,Various libraries and community centers across BC,Open to K-12 students,A project focused on sharing history and cultural stories between elders and students.,,0,12,Canada,History and Culture,"Social Sciences & Philosophy- Social Studies, Law, Psychology, Economics, Business, Philosophy",FREE LEARNING AND ENRICHMENT RESOURCES,223
Mentorship Program,Big Brothers Big Sisters – Teen Mentoring for Elementary Students,"Mentorship, Cultural Education",5-18,K-12,Big Brothers Big Sisters of Canada,Various BC locations,"Mentors (Grades 10-12), Mentees (Grades K-7)",A mentorship program pairing high school mentors with elementary school mentees.,https://bigbrothersbigsisters.ca/,0,12,Canada,Mentorship,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",224
Volunteer Opportunity ,Volunteer Grandparents Program – Intergenerational Engagement,"Mentorship, Cultural Education, Social Connection",5-18,K-12,Volunteer Grandparents of BC,Various BC communities,Open to K-12 students,Program promoting intergenerational connections through in-person and virtual meetings.,https://volunteergrandparents.ca/,0,12,Canada,Mentorship,"Leadership & Personal Development- Leadership, Community Service, Financial Literacy, Entrepreneurship, Career Preparation, Strategic Thinking & Problem Solving","EXTRACURRICULARS, CLUBS AND VOLUNTEER OPPORTUNITIES",225
Contest,American Mathematics Competitions (AMC) 8,Mathematics,11-13,6-8,Mathematical Association of America (MAA),USA,"International, By School Only",Aimed at middle school students to develop problem-solving skills in mathematics.,https://maa.org/amc-8-information-and-registration/,6,8,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,226
Contest,American Mathematics Competitions (AMC) 10/12,Mathematics,15-18,10-12,Mathematical Association of America (MAA),USA,"International, By School or Individually",Mathematics competition for high school students focused on advanced problem-solving.,https://maa.org/amc-10-12-information-and-registration/,10,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,227
Contest,Canada Lynx Math Competition,Mathematics,12-18,7-11,Canadian Mathematical Society (CMS),Canada,"International, By School or Individually",International mathematics competition to encourage problem-solving for middle to high school students.,https://cms.math.ca/competitions/clmc/clmc2024/,7,11,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,228
Contest,Canadian Open Mathematics Challenge,Mathematics,13-18,8-11,Canadian Mathematical Society (CMS),Canada,"International, By School or Individually",Open mathematics challenge for students to assess their skills and compete internationally.,https://cms.math.ca/competitions/comc/comc2024/,8,11,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,229
Contest,Canada Jay Math Competition,Mathematics,5-13,5-8,Canadian Mathematical Society (CMS),Canada,"International, By School or Individually",Encourages young students to engage with mathematics through competition.,https://cms.math.ca/competitions/cjmc/cjmc2024/,5,8,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,230
Contest,CMO Qualifying Repechange,Mathematics,15-18,10-12,Canadian Mathematical Society (CMS),Canada,"Nationwide, By Invitation",Qualification contest for the Canadian Mathematical Olympiad.,https://cms.math.ca/competitions/repechage/,10,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,231
Contest,Canadian Math Olympiad & Junior Olympiad,Mathematics,13-18,8-12,Canadian Mathematical Society (CMS),Canada,"Nationwide, By Invitation",High-level competition for talented Canadian math students to represent the country.,https://cms.math.ca/competitions/cmo/,8,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,232
Contest,Caribou Mathematics Competition,Mathematics,5-18,K-12,Caribou Contests (founded by Dr. Thomas Wolf),Canada,"International, By School or Individually",Online math competition held bi-monthly for students worldwide.,https://cariboutests.com/,0,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,233
Contest,Euclid Mathematics Contest,Mathematics,12-18,7-12,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo",Canada,"International, By School Only",Advanced mathematics competition by the University of Waterloo for grades 7-12.,https://www.cemc.uwaterloo.ca/contests/euclid.html,7,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,234
Contest,Gauss Mathematics Contest,Mathematics,12-14,7-8,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo",Canada,"International, By School Only",Middle school mathematics contest promoting problem-solving skills.,https://www.cemc.uwaterloo.ca/contests/gauss.html,7,8,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,235
Contest,Canadian Computing Competition (CCC),Computing,13-18,8-12,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo","Waterloo, Ontario",Students in Grades 8-12; registration through schools,An annual programming competition designed to challenge secondary school students with an interest in computer science. It offers both Junior and Senior levels to cater to varying skill sets.,https://www.cemc.uwaterloo.ca/contests/ccc-cco.html,8,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,236
Contest,Beaver Computing Challenge (BCC),Computing,10-16,5-10,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo","Waterloo, Ontario",Students in Grades 5-10; registration through schools,An online multiple-choice contest introducing students to computer science concepts and problem-solving techniques. It aims to foster interest in computing among younger students.,https://www.cemc.uwaterloo.ca/contests/bcc.html,5,10,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,237
Contest,Pascal Contest,Mathematics,14-15,9,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo","Waterloo, Ontario",Students in Grade 9; registration through schools,A multiple-choice mathematics contest designed for Grade 9 students to develop their problem-solving skills and foster a love for mathematics.,https://www.cemc.uwaterloo.ca/contests/pcf.html,9,9,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,238
Contest,Cayley Contest,Mathematics,15-16,10,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo","Waterloo, Ontario",Students in Grade 10; registration through schools,"A multiple-choice mathematics contest aimed at Grade 10 students, encouraging the development of problem-solving skills and mathematical thinking.",https://www.cemc.uwaterloo.ca/contests/pcf.html,10,10,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,239
Contest,Fermat Contest,Mathematics,16-17,11,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo","Waterloo, Ontario",Students in Grade 11; registration through schools,"A multiple-choice mathematics contest for Grade 11 students, designed to enhance problem-solving abilities and stimulate interest in mathematics.",https://www.cemc.uwaterloo.ca/contests/pcf.html,11,11,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,240
Contest,Fryer Contest,Mathematics,14-15,9,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo","Waterloo, Ontario",Students in Grade 9; registration through schools,"A full-solution mathematics contest for Grade 9 students, focusing on problem-solving and communication skills in mathematics.",https://www.cemc.uwaterloo.ca/contests/fgh.html,9,9,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,241
Contest,Galois Contest,Mathematics,15-16,10,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo","Waterloo, Ontario",Students in Grade 10; registration through schools,"A full-solution mathematics contest for Grade 10 students, emphasizing the development of problem-solving and communication skills.",https://www.cemc.uwaterloo.ca/contests/fgh.html,10,10,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,242
Contest,Hypatia Contest,Mathematics,16-17,11,"Centre for Education in Mathematics and Computing (CEMC), University of Waterloo","Waterloo, Ontario",Students in Grade 11; registration through schools,"A full-solution mathematics contest for Grade 11 students, aimed at enhancing problem-solving and communication skills in mathematics.",https://www.cemc.uwaterloo.ca/contests/fgh.html,11,11,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,243
Contest,Canadian Math Kangaroo Contest,Mathematics,5-18,K-12,Canadian Math Kangaroo Contest Corporation,"Toronto, Ontario",Open to all students from Kindergarten to Grade 12; registration through schools or individually,An annual mathematics competition that promotes the enjoyment of mathematics among students from Kindergarten to Grade 12. It encourages students to apply their mathematical knowledge in fun and challenging ways.,https://mathkangaroo.ca,0,12,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,244
Contest,The Betty Award,Writing,8-12,3-6,The Betty Award,USA,Open to children aged 8-12; individual submissions,"A bi-annual writing contest for children aged 8-12, encouraging young authors to submit their original stories for a chance to win cash prizes and recognition.",https://www.thebettyaward.com,3,6,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,245
Contest,Get to Know Nature Contest,Nature,5-18,K-12,Natures Wild Neighbours Society,Canada,Individuals aged 19 and under,"An annual contest encouraging youth to connect with nature through art, writing, photography, and video submissions.",https://www.gettoknow.ca,0,12,Canada,Humanities,"Environmental & Natural Sciences- Environmental Science, Ecology, Nature Studies, Agriculture/Food Science",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,246
Contest,Eden Mills Poetry Contest for Kids and Teens,Poetry,5-18,K-12,Eden Mills Writers Festival,Canada,Students in grades K-12,"An annual poetry contest inviting children and teens to submit original poems, with winners recognized at the Eden Mills Writers Festival.",https://edenmillswritersfestival.ca/poetry-contest-for-children-and-teens-winners/,0,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,247
Contest,Alberta Champions Essay and Story Contests,Writing,9-15,4-9,Alberta Champions Society,Canada,Alberta students in grades 4-9,"An annual contest for Alberta students to write essays or stories about notable Albertans, promoting historical awareness and writing skills.",https://albertachampions.org/student-contest/,4,9,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,249
Contest,Math League Contests,Mathematics,9-18,4-12,Math League,USA,Students in grades 4-12,Annual math contests designed to stimulate interest and achievement in mathematics among students through competitive problem-solving.,https://www.mathleague.com/,4,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,250
Contest,Thales Contest,Mathematics,8-9,3,Mathematics Contest Centre,Canada,Grade 3 students,"A nationwide math contest for Grade 3 students in Canada, focusing on problem-solving skills.",https://mathematica.ca/,3,3,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,251
Contest,Byron-Germain Contest,Mathematics,9-10,4,Mathematics Contest Centre,Canada,Grade 4 students,"A nationwide math contest for Grade 4 students in Canada, emphasizing analytical thinking.",https://mathematica.ca/,4,4,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,252
Contest,Fibonacci Contest,Mathematics,10-11,5,Mathematics Contest Centre,Canada,Grade 5 students,"A nationwide math contest for Grade 5 students in Canada, promoting numerical reasoning.",https://mathematica.ca/,5,5,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,253
Contest,Pythagoras Contest,Mathematics,11-12,6,Mathematics Contest Centre,Canada,Grade 6 students,"A nationwide math contest for Grade 6 students in Canada, focusing on geometric concepts.",https://mathematica.ca/,6,6,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,254
Contest,Euler Contest,Mathematics,12-13,7,Mathematics Contest Centre,Canada,Grade 7 students,"A nationwide math contest for Grade 7 students in Canada, enhancing algebraic skills.",https://mathematica.ca/,7,7,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,255
Contest,Lagrange,Mathematics,13-14,8,Mathematics Contest Centre,Canada,By School Only,An annual mathematics contest for Grade 8 students in Canada organized by the Mathematics Contest Centre.,https://mathematica.ca/,8,8,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,256
Contest,Newton,Mathematics,15-18,9-11,Mathematics Contest Centre,Canada,By School Only,An annual mathematics contest for Grades 9-11 students in Canada organized by the Mathematics Contest Centre.,https://mathematica.ca/,9,11,Canada,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,257
Contest,Math Olympiads for Elementary and Middle Schools (MOEMS),Mathematics,9-14,4-8,"Math Olympiads for Elementary and Middle Schools, Inc.",USA,By Schools Only,An international math contest for students in Grades 4-8 organized by MOEMS.,https://moems.org/,4,8,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,258
Contest,American Scholastic Mathematics Association (ASMA) Annual Math Contest,Mathematics,5-18,k-12,American Scholastic Mathematics Association,USA,Team Based,"An annual international math contest for Grades K-12, organized by ASMA and team-based.",https://www.asan.com/annual-math-contest,0,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,259
Contest,Mandelbrot Competition,Mathematics,5-18,k-12,Greater Testing Concepts,USA,By School Only,A math competition for Grades K-12 organized by Greater Testing Concepts.,https://www.americantv.com/mandelbrot.php,0,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,260
Contest,Purple Comet! Math Meet,Mathematics,11-18,6-12,AwesomeMath,USA,Individually,An international online math meet for Grades 6-12 organized by AwesomeMath.,https://purplecomet.org/,6,12,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,261
Contest,Speed Turn Elementary Math Contest (STEMC),Mathematics,6-12,1-6,Stream EC,USA,By School Only,An annual elementary math contest for Grades 1-6 organized by Stream EC.,https://www.streamec.org/stemc,1,6,USA,STEM,"STEM - Mathematics, Science, Technology, Engineering, Computer Science, Robotics, Coding/Programming",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,262
Contest,Young Filmmakers Contest,Filmmaking,17-30,12,Jane Austen Society of North America (JASNA),USA,Individually,A film contest for North American students organized by the Jane Austen Society of North America.,https://jasna.org/programs/young-filmmakers-contest/,12,12,USA,Humanities,"Arts- Visual Arts, Performing Arts, Music",ENRICHMENT/ALTERNATIVE COURSES AND PROGRAMS ,263
Contest,Essay Contest,Essay Writing,13-18,8-12,Jane Austen Society of North America (JASNA),USA,Individually,An essay contest for students from Grades 8-12 organized by the Jane Austen Society of North America.,https://jasna.org/programs/essay-contest/,8,12,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,264
Contest,Martyn Godfrey Young Writers Award,Writing,Grades 4-9,4-9,Young Alberta Book Society,Canada,Individually,A nationwide writing contest for young writers in Canada.,https://www.yabs.ab.ca/martyn-godfrey-young-writers-award/,4,9,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,265
Contest,Poetry in Voice,Poetry,13-18,8-12,Poetry in Voice,Canada,Individually,"A nationwide poetry contest in Canada, encouraging young voices in poetry.",https://poetryinvoice.ca/write/get-published,8,12,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,266
Contest,World Historian Student Essay Competition,History,12-18,7-12,World History Association,USA,Individually,An international essay competition focused on historical topics.,https://www.thewha.org/wha-awards/world-historian-student-essay-competition/#toc_1,7,12,USA,Humanities,"Social Sciences- Social Studies, Law, Psychology, Economics, Business",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,267
Contest,Achievement Awards in Writing,Writing,12-18,7-12,National Council of Teachers of English (NCTE),USA,By School Only,A North American writing competition encouraging literary achievement among students.,https://ncte.org/awards/achievement-awards-in-writing/,7,12,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,268
Contest,Bluefire Contest,Writing,13-18,8-12,Bluefire,USA,Individually,An international writing contest for aspiring writers.,https://www.bluefire.org/contest/,8,12,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,269
Contest,Publish Me Contest,Writing,5-18,K-12,Hutch Kids Magazine,USA,Individually,An international writing contest for students in grades K-12.,https://www.hutchkidsmagazine.org/publish-me,0,12,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,270
Contest,WriteCause Charity Contest,Writing,5-18,k-12,WriteCause,USA,Individually,An international charity writing contest.,https://writecausecharity.wixsite.com/website/submit,0,12,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,271
Contest,Write the World Competitions,Writing,13-18,7-12,Write the World,International,Individually,A series of international writing competitions for youth.,https://writetheworld.org/#competitions_anchor,7,12,International,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,272
Contest,7 Generation Language and Arts Contest,Language Arts,5-18,k-12,Legacy Project,USA,Individually,An international language and arts contest.,https://legacyproject.org/7gen/ltalcontest.html,0,12,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,273
Contest,Six-Word Memoirs Contest,Writing,5-18,k-12,Six-Word Memoirs,USA,Individually,A unique international writing contest challenging participants to write memoirs in just six words.,https://www.sixwordmemoirs.com/community/contests/,0,12,USA,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,274
Contest,New York Times Student Contest Calendar,Multiple K-12,5-18,K-12,The New York Times,USA,Individually,Various contests throughout the year for students.,https://www.nytimes.com/2024/07/25/learning/our-2024-25-student-contest-calendar.html,0,12,USA,Various,Multiple Areas K-12 ,COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,275
Contest,Teen Ink Contests,Multiple K-12,13-19,7-12,Teen Ink,USA,Individually,Writing contests for teens across different genres.,https://www.teenink.com/,7,12,USA,Writing,Multiple Areas K-12 ,COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,276
Contest,Contemporary Verse 2 Two-Day Poem Contest,Poetry,5-18,K-12,Contemporary Verse 2,Canada,Individually,An annual poetry contest with a two-day limit to complete submissions.,https://contemporaryverse2.ca/2-day-poem-contest/,0,12,Canada,Poetry,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,277
Contest,Ocean Awareness Contest,Environmental Science,11-18,6-12,Bow Seat,International,Individually,An international contest focused on ocean awareness and conservation.,https://bowseat.org/programs/ocean-awareness-contest/contest-overview/,6,12,International,Environmental Science,"Environmental & Natural Sciences- Environmental Science, Ecology, Nature Studies, Agriculture/Food Science",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,278
Contest,Wergle Flomp Humor Poetry Contest,Humor Poetry,5-18,K-12,Winning Writers,International,Individually,An annual contest for humorous poetry.,https://winningwriters.com/templates/wergle-form,0,12,International,Literature,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,279
Scholarship,Confident Writers Scholarship Essay Contest,Writing,13-18,8-12,Confident Writers,USA,Individually,An essay contest that awards scholarships to high school students.,https://www.confidentwriters.com/scholarship-essay-contest/,8,12,USA,Writing,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,280
Contest,Peter Hinchcliffe Fiction Award,Fiction Writing,5-18,K-12,The New Quarterly,Canada,Individually,Annual fiction contest hosted by The New Quarterly.,https://tnq.ca/peter-hinchcliffe-award/,0,12,Canada,Literature,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,281
Contest,Nick Blatchford Occasional Verse Contest,Poetry,5-18,K-12,The New Quarterly,Canada,Individually,An annual poetry contest for Canadian writers.,https://tnq.ca/nick-blatchford-contest/,0,12,Canada,Poetry,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,282
Contest,Edna Staebler Personal Essay Contest,Essay Writing,5-18,K-12,The New Quarterly,Canada,Individually,Annual contest for personal essays hosted by The New Quarterly.,https://tnq.ca/edna-staebler-contest/,0,12,Canada,Literature,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,283
Contest,Anne Szumigalski Poetry Award,Poetry,12-18,7-12,League of Canadian Poets,Canada,Individually,A national award recognizing exceptional poetry by Canadian poets.,https://poets.ca/offerings/awards/#stursberg,7,12,Canada,Poetry,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,284
Contest,Alberta Champions Essay and Story Contests,Humanities,12-15,7-9,Alberta Champions Society,Alberta,By Schools Only,An annual contest encouraging students to explore Alberta’s history and its champions through essay and story writing.,https://albertachampions.org/student-contest/,7,9,Canada,Humanities,"Cultural & Language Programs- Indigenous Studies, Language Learning, Cultural Exchange",COMPETITIONS/CONTESTS AND CHALLENGE OPPORTUNITIES ,285
